Ti.TiO2 (100%)/1	
θ/2θ, °	Intensity, cps
13.5799999237061	266.666656494141
13.5900001525879	233.33332824707
13.6000003814697	240
13.6099996566772	313.333343505859
13.6199998855591	266.666656494141
13.6300001144409	206.66667175293
13.6400003433228	220
13.6499996185303	353.333343505859
13.6599998474121	340
13.6700000762939	306.666656494141
13.6800003051758	326.666656494141
13.6899995803833	273.333343505859
13.6999998092651	313.333343505859
13.710000038147	226.66667175293
13.7200002670288	206.66667175293
13.7299995422363	293.333343505859
13.7399997711182	220
13.75	293.333343505859
13.7600002288818	273.333343505859
13.7700004577637	326.666656494141
13.7799997329712	200
13.789999961853	293.333343505859
13.8000001907349	266.666656494141
13.8100004196167	320
13.8199996948242	286.666656494141
13.8299999237061	273.333343505859
13.8400001525879	240
13.8500003814697	273.333343505859
13.8599996566772	220
13.8699998855591	333.333343505859
13.8800001144409	280
13.8900003433228	286.666656494141
13.8999996185303	266.666656494141
13.9099998474121	273.333343505859
13.9200000762939	293.333343505859
13.9300003051758	200
13.9399995803833	286.666656494141
13.9499998092651	240
13.960000038147	240
13.9700002670288	213.33332824707
13.9799995422363	186.66667175293
13.9899997711182	320
14	300
14.0100002288818	226.66667175293
14.0200004577637	240
14.0299997329712	286.666656494141
14.039999961853	293.333343505859
14.0500001907349	286.666656494141
14.0600004196167	246.66667175293
14.0699996948242	246.66667175293
14.0799999237061	260
14.0900001525879	233.33332824707
14.1000003814697	306.666656494141
14.1099996566772	246.66667175293
14.1199998855591	153.33332824707
14.1300001144409	213.33332824707
14.1400003433228	186.66667175293
14.1499996185303	213.33332824707
14.1599998474121	220
14.1700000762939	306.666656494141
14.1800003051758	260
14.1899995803833	213.33332824707
14.1999998092651	186.66667175293
14.210000038147	220
14.2200002670288	186.66667175293
14.2299995422363	260
14.2399997711182	173.33332824707
14.25	246.66667175293
14.2600002288818	280
14.2700004577637	233.33332824707
14.2799997329712	293.333343505859
14.289999961853	306.666656494141
14.3000001907349	293.333343505859
14.3100004196167	280
14.3199996948242	200
14.3299999237061	220
14.3400001525879	253.33332824707
14.3500003814697	273.333343505859
14.3599996566772	233.33332824707
14.3699998855591	246.66667175293
14.3800001144409	213.33332824707
14.3900003433228	266.666656494141
14.3999996185303	213.33332824707
14.4099998474121	266.666656494141
14.4200000762939	253.33332824707
14.4300003051758	286.666656494141
14.4399995803833	246.66667175293
14.4499998092651	246.66667175293
14.460000038147	193.33332824707
14.4700002670288	280
14.4799995422363	286.666656494141
14.4899997711182	306.666656494141
14.5	246.66667175293
14.5100002288818	240
14.5200004577637	233.33332824707
14.5299997329712	206.66667175293
14.539999961853	253.33332824707
14.5500001907349	306.666656494141
14.5600004196167	213.33332824707
14.5699996948242	240
14.5799999237061	260
14.5900001525879	226.66667175293
14.6000003814697	293.333343505859
14.6099996566772	206.66667175293
14.6199998855591	280
14.6300001144409	233.33332824707
14.6400003433228	266.666656494141
14.6499996185303	253.33332824707
14.6599998474121	346.666656494141
14.6700000762939	213.33332824707
14.6800003051758	220
14.6899995803833	246.66667175293
14.6999998092651	280
14.710000038147	266.666656494141
14.7200002670288	326.666656494141
14.7299995422363	240
14.7399997711182	306.666656494141
14.75	226.66667175293
14.7600002288818	266.666656494141
14.7700004577637	306.666656494141
14.7799997329712	246.66667175293
14.789999961853	233.33332824707
14.8000001907349	273.333343505859
14.8100004196167	253.33332824707
14.8199996948242	266.666656494141
14.8299999237061	266.666656494141
14.8400001525879	280
14.8500003814697	260
14.8599996566772	220
14.8699998855591	360
14.8800001144409	260
14.8900003433228	220
14.8999996185303	186.66667175293
14.9099998474121	240
14.9200000762939	300
14.9300003051758	273.333343505859
14.9399995803833	233.33332824707
14.9499998092651	213.33332824707
14.960000038147	293.333343505859
14.9700002670288	273.333343505859
14.9799995422363	260
14.9899997711182	226.66667175293
15	293.333343505859
15.0100002288818	286.666656494141
15.0200004577637	326.666656494141
15.0299997329712	300
15.039999961853	233.33332824707
15.0500001907349	253.33332824707
15.0600004196167	240
15.0699996948242	173.33332824707
15.0799999237061	233.33332824707
15.0900001525879	253.33332824707
15.1000003814697	200
15.1099996566772	253.33332824707
15.1199998855591	246.66667175293
15.1300001144409	266.666656494141
15.1400003433228	213.33332824707
15.1499996185303	293.333343505859
15.1599998474121	280
15.1700000762939	246.66667175293
15.1800003051758	226.66667175293
15.1899995803833	300
15.1999998092651	220
15.210000038147	246.66667175293
15.2200002670288	200
15.2299995422363	246.66667175293
15.2399997711182	266.666656494141
15.25	333.333343505859
15.2600002288818	253.33332824707
15.2700004577637	240
15.2799997329712	273.333343505859
15.289999961853	220
15.3000001907349	280
15.3100004196167	253.33332824707
15.3199996948242	213.33332824707
15.3299999237061	193.33332824707
15.3400001525879	273.333343505859
15.3500003814697	253.33332824707
15.3599996566772	246.66667175293
15.3699998855591	273.333343505859
15.3800001144409	226.66667175293
15.3900003433228	240
15.3999996185303	240
15.4099998474121	246.66667175293
15.4200000762939	186.66667175293
15.4300003051758	140
